entity,entity_full_name,agency,date,action_type,from_rating,to_rating,instrument_type,rationale_url,notes
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2024-12-02,initial,,[ICRA] AA+,Celerity 09 2024 PTC Series A1,,source=history_H2_2024-2025
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2025-01-03,initial,,[ICRA] AA,Tapti 12 2024 PTC Series A1,,source=history_H2_2024-2025
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2025-01-31,initial,,[ICRA] AA-,Lexus 01 2025 PTC Series A1,,source=history_H2_2024-2025
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2025-02-03,downgrade,[ICRA] A+ (Negative),[ICRA] A (Negative),Non-convertible debentures,,source=movement_H2_2024-2025; trigger=Material event
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2025-02-03,downgrade,[ICRA] A+,[ICRA] A,NCD,,source=history_H1_2025-2026
Spandana Sphoorty,Spandana Sphoorty Financial Limited,CRISIL,2025-02-10,downgrade,CRISIL A,CRISIL A-,Bank Loan Rating,,Trigger: Periodic Surveillance; Microfinance Institutions; Debt & Equity Listed; Source: archive/2025-03
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2025-02-13,initial,,[ICRA] AA-,Cartera MFI 2025 PTC Series A1,,source=history_H2_2024-2025
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2025-06-11,downgrade,[ICRA] A (Negative),[ICRA] A- (Negative),Non-convertible debentures,,source=movement_H1_2025-2026; trigger=Business Update
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2025-06-11,downgrade,[ICRA] A,[ICRA] A-,NCD,,source=history_H1_2025-2026
Spandana Sphoorty,Spandana Sphoorty Financial Limited,CRISIL,2025-07-01,downgrade,CRISIL A-,CRISIL BBB+,Bank Loan Rating,,Trigger: Periodic Surveillance; Microfinance Institutions; Debt Listed; Source: current
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2025-08-26,downgrade,[ICRA] A- (Negative),[ICRA] BBB+ (Negative),Non-convertible debentures,,source=movement_H1_2025-2026; trigger=Business Update
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2025-08-26,downgrade,[ICRA] A-,[ICRA] BBB+,NCD,,source=history_H1_2025-2026
Tata Capital,Tata Capital Limited,CRISIL,2009-11-02,initial,,CRISIL A,Subordinated Debt,,Holding Company; Debt Listed; Source: current
Tata Capital,Tata Capital Limited,CRISIL,2010-01-18,initial,,CRISIL A,Subordinated Debt,,Holding Company; Debt Listed; Source: current
Tata Capital,Tata Capital Limited,CRISIL,2010-03-15,upgrade,CRISIL A,CRISIL A+,Subordinated Debt,,Holding Company; Debt Listed; Source: current
Tata Capital,Tata Capital Limited,CRISIL,2010-08-23,upgrade,CRISIL A+,CRISIL AA-,Subordinated Debt,,Holding Company; Debt Listed; Source: current
Tata Capital,Tata Capital Limited,CRISIL,2011-07-22,initial,,CRISIL AA+,Subordinated Debt,,Housing Finance Company; Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,ICRA,2011-08-10,initial,,[ICRA] AA+,Subordinate Debt,,source=history_H1_2023-2024
Tata Capital,Tata Capital Limited,CRISIL,2012-02-03,initial,,CRISIL AA+,Subordinated Debt,,Housing Finance Company; Listed; Source: archive/2022-09
Tata Capital,Tata Capital Limited,ICRA,2012-04-04,initial,,[ICRA] AA+,Subordinate Debt,,source=history_H1_2023-2024
Tata Capital,Tata Capital Limited,CRISIL,2012-04-17,initial,,CRISIL AA-,Perpetual Bonds,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2012-05-31,initial,,CRISIL AA+,Non Convertible Debentures,,Housing Finance Company; Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2012-06-28,initial,,CRISIL AA+,Preference Shares,,Non Banking Financial Company; Listed; Source: archive/2022-09
Tata Capital,Tata Capital Limited,CRISIL,2012-07-10,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2012-07-27,initial,,CRISIL AA+,Subordinated Debt,,Housing Finance Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2012-08-01,initial,,CRISIL AA-,Perpetual Bonds,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2012-08-14,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2012-08-31,initial,,CRISIL AA+,Preference Shares,,Non Banking Financial Company; Listed; Source: archive/2022-09
Tata Capital,Tata Capital Limited,CRISIL,2012-12-18,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2012-12-27,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2013-01-31,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2013-04-12,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2013-05-07,initial,,CRISIL AA+,Preference Shares,,Non Banking Financial Company; Listed; Source: archive/2022-09
Tata Capital,Tata Capital Limited,CRISIL,2013-05-23,initial,,CRISIL AA+,Preference Shares,,Non Banking Financial Company; Listed; Source: archive/2022-09
Tata Capital,Tata Capital Limited,CRISIL,2013-05-27,initial,,CRISIL AA+,Preference Shares,,Non Banking Financial Company; Listed; Source: archive/2022-09
Tata Capital,Tata Capital Limited,CRISIL,2013-07-22,initial,,CRISIL A,Perpetual Bonds,,Holding Company; Debt Listed; Source: current
Tata Capital,Tata Capital Limited,CRISIL,2013-08-02,initial,,CRISIL AA+,Preference Shares,,Non Banking Financial Company; Listed; Source: archive/2022-09
Tata Capital,Tata Capital Limited,CRISIL,2014-01-10,upgrade,CRISIL AA-,CRISIL AA,Subordinated Debt,,Holding Company; Debt Listed; Source: current
Tata Capital,Tata Capital Limited,CRISIL,2014-01-10,upgrade,CRISIL A,CRISIL A+,Perpetual Bonds,,Holding Company; Debt Listed; Source: current
Tata Capital,Tata Capital Limited,ICRA,2014-03-28,initial,,[ICRA] AA,Perpetual Debt,,source=history_H1_2023-2024
Tata Capital,Tata Capital Limited,CRISIL,2014-06-16,initial,,CRISIL AA+,Non Convertible Debentures,,Housing Finance Company; Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2014-07-09,initial,,CRISIL AA+,Subordinated Debt,,Housing Finance Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2014-08-05,initial,,CRISIL AA+,Preference Shares,,Non Banking Financial Company; Listed; Source: archive/2022-09
Tata Capital,Tata Capital Limited,CRISIL,2014-10-07,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,ICRA,2014-11-26,initial,,[ICRA] AA+,NCD,,source=history_H1_2023-2024
Tata Capital,Tata Capital Limited,CRISIL,2015-01-20,initial,,CRISIL AA+,Subordinated Debt,,Housing Finance Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2015-02-13,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company; Listed; Source: archive/2022-09
Tata Capital,Tata Capital Limited,CRISIL,2015-03-05,initial,,CRISIL AA+,Preference Shares,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2015-05-06,initial,,CRISIL AA+,Non Convertible Debentures,,Housing Finance Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2015-05-13,initial,,CRISIL AA,Subordinated Debt,,Holding Company; Debt Listed; Source: current
Tata Capital,Tata Capital Limited,CRISIL,2015-06-12,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2015-07-29,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2015-08-25,initial,,CRISIL AA+,Non Convertible Debentures,,Housing Finance Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2015-09-22,initial,,CRISIL AA+,Subordinated Debt,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2015-09-23,initial,,CRISIL AA+,Subordinated Debt,,Housing Finance Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2015-10-14,initial,,CRISIL AA+,Subordinated Debt,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2016-01-19,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2016-04-18,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company; Listed; Source: archive/2022-09
Tata Capital,Tata Capital Limited,CRISIL,2016-05-27,initial,,CRISIL AA+,Non Convertible Debentures,,Housing Finance Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2016-08-11,initial,,CRISIL AA+,Non Convertible Debentures,,Housing Finance Company; Listed; Source: archive/2022-09
Tata Capital,Tata Capital Limited,CRISIL,2016-08-19,initial,,CRISIL AA+,Preference Shares,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2016-08-25,initial,,CRISIL AA+,Preference Shares,,Non Banking Financial Company; Listed; Source: archive/2022-09
Tata Capital,Tata Capital Limited,CRISIL,2016-09-09,initial,,CRISIL AA+,Preference Shares,,Non Banking Financial Company; Listed; Source: archive/2022-09
Tata Capital,Tata Capital Limited,CRISIL,2016-09-14,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2016-10-12,initial,,CRISIL AA,Non Convertible Debentures,,Holding Company; Debt Listed; Source: current
Tata Capital,Tata Capital Limited,CRISIL,2016-10-13,initial,,CRISIL AA+,Preference Shares,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2016-12-08,initial,,CRISIL AA+,Subordinated Debt,,Housing Finance Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2017-02-22,upgrade,CRISIL AA-,CRISIL AA,Perpetual Bonds,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2017-03-22,initial,,CRISIL AA+,Subordinated Debt,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2017-05-30,initial,,CRISIL AA+,Non Convertible Debentures,,Housing Finance Company; Listed; Source: archive/2022-09
Tata Capital,Tata Capital Limited,CRISIL,2017-06-12,initial,,CRISIL AA+,Non Convertible Debentures,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2017-06-30,initial,,CRISIL AA+,Non Convertible Debentures,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2017-07-18,initial,,CRISIL AA+,Preference Shares,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2017-07-24,initial,,CRISIL AA+,Preference Shares,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2017-07-28,initial,,CRISIL AA+,Preference Shares,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2017-08-01,initial,,CRISIL AA+,Preference Shares,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2017-09-13,initial,,CRISIL AA+,Preference Shares,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2017-11-21,initial,,CRISIL AA,Perpetual Bonds,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2018-04-05,initial,,CRISIL AA+,Preference Shares,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2018-04-17,initial,,CRISIL AA+,Preference Shares,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2018-05-10,initial,,CRISIL AA+,Preference Shares,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2018-07-02,initial,,CRISIL AA+,Non Convertible Debentures,,Housing Finance Company; Listed; Source: archive/2022-09
Tata Capital,Tata Capital Limited,CRISIL,2018-08-15,upgrade,CRISIL AA+,CRISIL AAA,Non Convertible Debentures,,Housing Finance Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2018-08-15,upgrade,CRISIL AA,CRISIL AA+,Perpetual Bonds,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2018-08-15,initial,,CRISIL AAA,Non Convertible Debentures,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2018-08-21,initial,,CRISIL AAA,Retail Bond,,Housing Finance Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,ICRA,2018-08-24,upgrade,[ICRA] AA+,[ICRA] AAA,Subordinate Debt,,source=history_H1_2023-2024
Tata Capital,Tata Capital Limited,ICRA,2018-08-24,upgrade,[ICRA] AA,[ICRA] AA+,Perpetual Debt,,source=history_H1_2023-2024
Tata Capital,Tata Capital Limited,CRISIL,2018-10-19,initial,,CRISIL AAA,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2019-01-17,initial,,CRISIL AAA,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2019-01-24,initial,,CRISIL AAA,Non Convertible Debentures,,Non Banking Financial Company; Listed; Source: archive/2022-09
Tata Capital,Tata Capital Limited,CRISIL,2019-02-18,initial,,CRISIL PPMLD AAA r,Long Term Principal Protected Market Linked Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2019-03-07,initial,,CRISIL PPMLD AAA r,Long Term Principal Protected Market Linked Debentures,,Housing Finance Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2019-05-14,initial,,CRISIL AAA,Preference Shares,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2019-05-31,initial,,CRISIL AAA,Preference Shares,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2019-06-06,initial,,CRISIL AAA,Subordinated Debt,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2019-06-13,initial,,CRISIL AAA,Preference Shares,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2019-06-24,initial,,CRISIL AAA,Non Convertible Debentures,,Housing Finance Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2019-06-24,initial,,CRISIL AA+,Perpetual Bonds,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2019-06-27,initial,,CRISIL AAA,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2019-06-28,initial,,CRISIL AAA,Preference Shares,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2019-07-09,initial,,CRISIL AAA,Preference Shares,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2019-07-30,initial,,CRISIL AAA,Non Convertible Debentures,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2019-08-14,downgrade,CRISIL AA,CRISIL AA-,Non Convertible Debentures,,Holding Company; Debt Listed; Source: current
Tata Capital,Tata Capital Limited,CRISIL,2019-08-14,downgrade,CRISIL A+,CRISIL A,Perpetual Bonds,,Holding Company; Debt Listed; Source: current
Tata Capital,Tata Capital Limited,CRISIL,2019-08-21,initial,,CRISIL AAA,Preference Shares,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2019-09-05,initial,,CRISIL AAA,Preference Shares,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2019-09-13,initial,,CRISIL AAA,Preference Shares,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2019-10-24,initial,,CRISIL AAA,Preference Shares,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2019-12-05,initial,,CRISIL AAA,Non Convertible Debentures,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2020-01-23,initial,,CRISIL AAA,Subordinated Debt,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,ICRA,2020-02-27,initial,,[ICRA] AAA,NCD,,source=history_H1_2023-2024
Tata Capital,Tata Capital Limited,CRISIL,2020-07-07,initial,,CRISIL AAA,Subordinated Debt,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2020-12-30,initial,,CRISIL AA+,Perpetual Bonds,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2021-03-03,initial,,CRISIL AAA,Non Convertible Debentures,,Housing Finance Company; Listed; Source: archive/2022-09
Tata Capital,Tata Capital Limited,CRISIL,2021-03-16,initial,,CRISIL AA-,Non Convertible Debentures,,Holding Company; Debt Listed; Source: current
Tata Capital,Tata Capital Limited,CRISIL,2021-05-19,initial,,CRISIL AA-,Non Convertible Debentures,,Holding Company; Debt Listed; Source: current
Tata Capital,Tata Capital Limited,CRISIL,2021-05-19,initial,,CRISIL A,Perpetual Bonds,,Holding Company; Debt Listed; Source: current
Tata Capital,Tata Capital Limited,CRISIL,2021-08-02,initial,,CRISIL AAA,Non Convertible Debentures,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2021-08-03,initial,,CRISIL AAA,Non Convertible Debentures,,Holding Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2021-10-11,initial,,CRISIL AAA,Subordinated Debt,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2021-11-30,initial,,CRISIL AAA,Non Convertible Debentures,,Housing Finance Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2022-02-23,initial,,CRISIL A,Perpetual Bonds,,Holding Company; Debt Listed; Source: current
Tata Capital,Tata Capital Limited,CRISIL,2022-03-10,initial,,CRISIL AAA,Non Convertible Debentures,,Non Banking Financial Company; Listed; Source: archive/2022-09
Tata Capital,Tata Capital Limited,CRISIL,2022-04-27,initial,,CRISIL AAA,Subordinated Debt,,Non Banking Financial Company (NBFC); Listed; Source: archive/2023-10
Tata Capital,Tata Capital Limited,CRISIL,2022-07-21,initial,,CRISIL AAA,Non Convertible Debentures,,Housing Finance Company; Debt and Equity Listed; Source: archive/2025-03
Tata Capital,Tata Capital Limited,CRISIL,2022-09-05,initial,,CRISIL A,Perpetual Bonds,,Holding Company; Debt Listed; Source: current
